StoreID,Region,MonthlySpend,StoreSizeIndex,Age,IncomeK,DaysSinceLastPurchase,Device,Promo,EmailTouch,PaidSearchClick,Converted,Revenue
S27,South,103571,-0.27514225122668373,40,80.8,59,Mobile,1,1,0,1,26.62
S11,South,75351,0.7432541712034423,53,117.9,60,Mobile,0,1,0,0,13.23
S14,West,137401,0.23216132306671977,38,67.6,68,Desktop,0,0,0,0,53.02
S13,Northeast,87819,-0.6655097072886943,37,92.5,36,Mobile,1,0,1,0,41.62
S27,South,103571,-0.27514225122668373,51,49.7,67,Mobile,0,0,0,0,36.95
S29,Midwest,136826,-0.8658311156932432,26,31.2,79,Desktop,1,0,0,0,81.87
S29,Midwest,136826,-0.8658311156932432,72,60.2,36,Mobile,0,1,0,0,43.6
S23,West,107293,-1.4571558198556664,43,32.9,54,Mobile,0,1,0,1,25.01
S16,Midwest,144167,0.21868859672901295,43,68.3,42,Mobile,0,0,0,0,17.93
S17,South,105046,0.8714287779481898,44,50.8,26,Mobile,0,1,1,0,36.01
S30,Northeast,135629,0.9682783545914808,61,25.0,16,Mobile,0,0,0,0,36.42
S09,Midwest,150029,-0.8244812156912396,48,106.2,29,Mobile,0,1,1,1,107.56
S11,South,75351,0.7432541712034423,19,56.2,31,Mobile,0,1,0,0,18.91
S27,South,103571,-0.27514225122668373,55,32.0,16,Mobile,1,0,0,1,21.03
S12,West,80335,0.543154268305195,34,87.8,64,Mobile,1,1,0,0,40.9
S08,Northeast,103818,-0.840156476962528,39,52.0,82,Mobile,0,0,0,0,23.2
S17,South,105046,0.8714287779481898,23,92.0,41,Mobile,0,0,0,1,5.65
S10,South,113304,0.6505927878247011,44,51.9,46,Desktop,0,0,0,0,37.88
S27,South,103571,-0.27514225122668373,30,56.1,33,Mobile,0,0,0,1,28.3
S28,Midwest,120437,1.4949413112343959,39,75.6,44,Tablet,0,1,0,0,25.82
S10,South,113304,0.6505927878247011,35,81.1,67,Tablet,0,1,1,1,25.12
S16,Midwest,144167,0.21868859672901295,61,84.9,59,Mobile,1,0,0,0,24.58
S30,Northeast,135629,0.9682783545914808,62,66.0,44,Desktop,1,1,0,0,31.35
S23,West,107293,-1.4571558198556664,39,79.6,31,Desktop,0,1,0,0,10.53
S07,Northeast,107795,-0.11394745765487507,39,84.4,78,Mobile,0,1,0,0,27.15
S18,Midwest,125549,0.22359554877468227,34,72.4,34,Mobile,0,0,0,0,23.24
S19,West,141896,0.6789135630718949,51,64.9,17,Tablet,0,0,0,0,45.32
S20,Northeast,109173,0.06757906948889146,34,36.2,52,Mobile,0,1,0,0,26.03
S01,Northeast,61100,2.1416476008704612,33,81.2,10,Mobile,0,1,1,0,67.16
S09,Midwest,150029,-0.8244812156912396,50,68.9,57,Mobile,0,1,0,0,19.44
S26,Midwest,137044,-0.6388778482433419,32,58.9,60,Mobile,0,1,0,0,36.47
S08,Northeast,103818,-0.840156476962528,38,96.1,29,Mobile,1,1,0,0,46.37
S09,Midwest,150029,-0.8244812156912396,19,36.6,33,Desktop,0,0,0,0,47.45
S10,South,113304,0.6505927878247011,46,104.2,85,Mobile,1,0,0,1,15.1
S06,West,147767,1.1289722927208916,61,67.5,156,Mobile,0,0,0,0,8.17
S05,Midwest,144893,0.6159794225754956,47,75.0,48,Mobile,0,0,0,0,12.98
S11,South,75351,0.7432541712034423,56,59.3,30,Desktop,0,0,0,0,32.9
S27,South,103571,-0.27514225122668373,28,31.3,60,Mobile,0,0,0,0,54.53
S01,Northeast,61100,2.1416476008704612,41,64.9,43,Mobile,0,0,1,0,38.52
S09,Midwest,150029,-0.8244812156912396,27,75.4,58,Desktop,0,0,1,0,32.76
S02,South,108279,-0.4064150163846156,35,82.9,52,Tablet,0,0,0,0,44.54
S17,South,105046,0.8714287779481898,47,63.6,53,Mobile,0,1,1,1,25.03
S08,Northeast,103818,-0.840156476962528,39,19.8,7,Desktop,0,1,0,1,56.65
S24,West,106639,-0.31967121635730134,21,34.1,32,Mobile,1,0,0,0,20.53
S18,Midwest,125549,0.22359554877468227,22,113.1,30,Mobile,1,0,1,1,98.08
S24,West,106639,-0.31967121635730134,21,44.0,30,Mobile,1,0,1,0,34.86
S20,Northeast,109173,0.06757906948889146,44,99.4,71,Mobile,1,1,1,1,69.4
S14,West,137401,0.23216132306671977,63,47.5,18,Desktop,0,0,1,1,59.1
S26,Midwest,137044,-0.6388778482433419,54,64.0,7,Mobile,1,0,0,0,33.24
S15,South,124985,0.11668580914072822,18,81.8,29,Mobile,0,0,1,0,32.12
S29,Midwest,136826,-0.8658311156932432,55,50.0,25,Mobile,0,1,0,0,95.01
S30,Northeast,135629,0.9682783545914808,49,103.0,48,Mobile,1,1,0,1,62.85
S18,Midwest,125549,0.22359554877468227,19,69.7,25,Desktop,0,1,0,0,15.5
S21,Northeast,135987,0.28911939868998415,34,78.1,38,Desktop,0,0,0,0,48.61
S08,Northeast,103818,-0.840156476962528,51,62.1,34,Mobile,0,1,0,1,17.05
S25,Northeast,78146,-0.4703726542927955,45,82.5,103,Mobile,0,0,0,1,19.27
S21,Northeast,135987,0.28911939868998415,22,102.7,25,Mobile,0,1,0,1,55.22
S28,Midwest,120437,1.4949413112343959,45,65.1,68,Tablet,1,0,0,0,99.11
S09,Midwest,150029,-0.8244812156912396,18,106.1,44,Mobile,0,1,0,0,34.79
S24,West,106639,-0.31967121635730134,35,54.5,86,Mobile,0,0,0,0,37.81
S15,South,124985,0.11668580914072822,52,84.8,123,Desktop,0,0,0,0,11.92
S06,West,147767,1.1289722927208916,38,78.8,43,Desktop,1,0,1,0,73.57
S06,West,147767,1.1289722927208916,32,44.5,10,Mobile,1,0,0,0,38.06
S17,South,105046,0.8714287779481898,49,72.7,18,Desktop,1,1,0,0,45.26
S10,South,113304,0.6505927878247011,50,68.2,15,Mobile,0,1,1,0,65.92
S04,Northeast,140518,-0.8137727282478777,54,49.2,33,Desktop,0,1,1,1,34.03
S13,Northeast,87819,-0.6655097072886943,48,75.9,29,Mobile,0,0,0,0,47.91
S20,Northeast,109173,0.06757906948889146,51,71.2,54,Desktop,1,0,0,0,36.11
S10,South,113304,0.6505927878247011,47,66.4,82,Desktop,0,1,0,0,18.97
S29,Midwest,136826,-0.8658311156932432,41,66.5,9,Tablet,1,0,1,1,67.23
S24,West,106639,-0.31967121635730134,39,66.0,46,Mobile,0,1,1,1,48.16
S16,Midwest,144167,0.21868859672901295,35,59.9,26,Desktop,1,1,1,0,91.61
S29,Midwest,136826,-0.8658311156932432,23,71.1,47,Mobile,0,1,1,0,54.99
S13,Northeast,87819,-0.6655097072886943,27,53.8,33,Mobile,0,0,0,0,31.24
S05,Midwest,144893,0.6159794225754956,35,126.4,73,Mobile,0,1,0,0,21.77
S02,South,108279,-0.4064150163846156,41,37.0,19,Desktop,1,0,0,0,35.06
S29,Midwest,136826,-0.8658311156932432,55,55.1,27,Mobile,1,0,0,0,140.01
S29,Midwest,136826,-0.8658311156932432,37,56.9,41,Mobile,0,0,0,0,40.65
S23,West,107293,-1.4571558198556664,50,112.9,35,Desktop,1,1,0,1,8.11
S04,Northeast,140518,-0.8137727282478777,51,39.0,41,Desktop,0,0,0,0,37.17
S09,Midwest,150029,-0.8244812156912396,35,77.4,12,Mobile,0,0,1,0,49.17
S02,South,108279,-0.4064150163846156,45,73.5,111,Mobile,0,1,0,0,19.51
S02,South,108279,-0.4064150163846156,35,75.3,31,Mobile,0,1,1,0,25.09
S08,Northeast,103818,-0.840156476962528,54,95.2,20,Mobile,1,1,1,1,15.8
S18,Midwest,125549,0.22359554877468227,46,94.7,42,Mobile,0,1,0,0,29.07
S02,South,108279,-0.4064150163846156,24,58.1,46,Desktop,0,1,0,0,20.85
S30,Northeast,135629,0.9682783545914808,40,72.3,143,Desktop,0,0,0,0,42.56
S14,West,137401,0.23216132306671977,58,27.0,91,Mobile,1,1,1,0,85.18
S08,Northeast,103818,-0.840156476962528,36,70.2,35,Mobile,1,0,1,0,21.06
S16,Midwest,144167,0.21868859672901295,43,50.5,127,Mobile,1,1,0,0,37.31
S24,West,106639,-0.31967121635730134,45,63.9,112,Desktop,0,0,0,0,14.88
S10,South,113304,0.6505927878247011,26,30.9,21,Desktop,0,0,1,0,26.9
S02,South,108279,-0.4064150163846156,44,76.9,164,Mobile,0,1,0,0,21.51
S02,South,108279,-0.4064150163846156,21,30.7,31,Desktop,1,1,0,1,93.04
S26,Midwest,137044,-0.6388778482433419,30,71.3,50,Mobile,0,1,0,0,37.09
S04,Northeast,140518,-0.8137727282478777,51,41.0,101,Desktop,1,1,0,0,43.2
S20,Northeast,109173,0.06757906948889146,42,49.3,9,Desktop,1,0,1,0,85.13
S12,West,80335,0.543154268305195,34,93.4,41,Mobile,1,0,0,0,70.89
S24,West,106639,-0.31967121635730134,43,80.9,56,Tablet,1,0,1,0,34.5
S02,South,108279,-0.4064150163846156,37,93.3,89,Mobile,0,0,0,0,20.97
S27,South,103571,-0.27514225122668373,38,102.3,45,Mobile,0,1,0,0,29.33
S21,Northeast,135987,0.28911939868998415,46,51.0,10,Desktop,0,1,0,0,32.2
S14,West,137401,0.23216132306671977,29,101.0,142,Mobile,0,1,0,1,38.64
S07,Northeast,107795,-0.11394745765487507,38,35.8,46,Mobile,1,0,0,0,22.93
S30,Northeast,135629,0.9682783545914808,34,84.4,57,Mobile,0,1,0,0,28.78
S10,South,113304,0.6505927878247011,19,57.1,13,Desktop,1,1,1,1,52.57
S15,South,124985,0.11668580914072822,27,47.5,108,Desktop,1,0,1,0,52.06
S12,West,80335,0.543154268305195,57,81.5,32,Desktop,0,1,0,0,76.66
S07,Northeast,107795,-0.11394745765487507,43,88.8,26,Desktop,0,1,0,0,23.58
S13,Northeast,87819,-0.6655097072886943,22,88.1,93,Desktop,0,1,1,0,29.47
S05,Midwest,144893,0.6159794225754956,20,72.7,14,Desktop,0,1,0,0,41.45
S01,Northeast,61100,2.1416476008704612,37,70.9,58,Desktop,1,1,0,1,64.26
S09,Midwest,150029,-0.8244812156912396,57,79.6,25,Mobile,1,1,0,0,55.17
S04,Northeast,140518,-0.8137727282478777,36,74.7,63,Desktop,1,1,0,1,60.79
S13,Northeast,87819,-0.6655097072886943,54,79.9,74,Mobile,0,0,0,0,12.02
S26,Midwest,137044,-0.6388778482433419,42,72.5,31,Mobile,1,1,0,1,42.0
S05,Midwest,144893,0.6159794225754956,44,86.5,104,Mobile,1,0,1,0,21.67
S01,Northeast,61100,2.1416476008704612,22,32.2,46,Mobile,1,0,0,0,51.82
S04,Northeast,140518,-0.8137727282478777,49,65.1,144,Tablet,1,0,0,0,26.95
S16,Midwest,144167,0.21868859672901295,34,37.6,94,Mobile,1,0,1,0,48.11
S09,Midwest,150029,-0.8244812156912396,48,74.1,50,Desktop,0,1,0,0,41.4
S15,South,124985,0.11668580914072822,28,104.1,49,Mobile,1,1,1,1,17.52
S01,Northeast,61100,2.1416476008704612,40,57.6,16,Desktop,0,1,0,1,51.25
S10,South,113304,0.6505927878247011,42,70.8,93,Mobile,0,1,0,0,62.61
S13,Northeast,87819,-0.6655097072886943,36,84.6,29,Tablet,0,0,0,0,8.89
S13,Northeast,87819,-0.6655097072886943,43,22.5,53,Mobile,0,0,0,0,25.46
S17,South,105046,0.8714287779481898,35,56.5,143,Desktop,0,1,0,0,12.56
S24,West,106639,-0.31967121635730134,30,76.0,103,Tablet,0,1,0,0,31.16
S15,South,124985,0.11668580914072822,57,18.0,22,Desktop,1,0,0,1,36.81
S26,Midwest,137044,-0.6388778482433419,51,46.5,46,Desktop,1,1,0,0,40.2
S16,Midwest,144167,0.21868859672901295,29,92.2,57,Mobile,1,1,0,1,53.72
S08,Northeast,103818,-0.840156476962528,45,90.1,111,Mobile,1,0,0,0,18.85
S07,Northeast,107795,-0.11394745765487507,29,76.2,101,Mobile,0,0,1,0,18.93
S10,South,113304,0.6505927878247011,24,87.4,68,Mobile,1,1,1,1,24.28
S18,Midwest,125549,0.22359554877468227,50,72.7,63,Mobile,1,1,1,1,52.27
S08,Northeast,103818,-0.840156476962528,18,80.2,45,Desktop,0,0,0,0,16.13
S28,Midwest,120437,1.4949413112343959,49,61.1,56,Tablet,1,1,1,1,69.11
S15,South,124985,0.11668580914072822,35,70.5,38,Desktop,1,0,0,0,9.33
S26,Midwest,137044,-0.6388778482433419,35,54.1,79,Desktop,0,0,0,0,40.14
S21,Northeast,135987,0.28911939868998415,43,95.8,66,Mobile,1,0,1,1,162.71
S11,South,75351,0.7432541712034423,45,101.5,91,Mobile,0,0,0,1,19.58
S07,Northeast,107795,-0.11394745765487507,28,98.4,89,Desktop,1,0,0,0,50.71
S23,West,107293,-1.4571558198556664,47,59.0,28,Mobile,1,1,0,0,19.77
S10,South,113304,0.6505927878247011,39,47.0,5,Mobile,0,1,1,1,25.9
S08,Northeast,103818,-0.840156476962528,23,96.1,27,Desktop,1,0,0,1,18.28
S28,Midwest,120437,1.4949413112343959,36,80.0,56,Mobile,0,1,1,1,51.02
S15,South,124985,0.11668580914072822,55,75.2,38,Mobile,0,0,0,0,16.98
S02,South,108279,-0.4064150163846156,58,54.1,37,Mobile,1,1,0,0,56.27
S15,South,124985,0.11668580914072822,47,77.4,25,Desktop,1,1,0,0,21.85
S14,West,137401,0.23216132306671977,24,44.1,61,Mobile,0,1,1,1,31.25
S26,Midwest,137044,-0.6388778482433419,44,81.9,10,Desktop,1,0,0,0,36.6
S22,South,96833,0.6312882258385404,48,98.3,67,Mobile,0,1,1,0,32.24
S06,West,147767,1.1289722927208916,47,103.9,68,Desktop,0,1,0,0,22.06
S05,Midwest,144893,0.6159794225754956,47,83.6,90,Desktop,1,1,1,0,40.14
S19,West,141896,0.6789135630718949,42,37.6,253,Mobile,0,1,0,0,15.03
S02,South,108279,-0.4064150163846156,37,72.3,5,Desktop,0,0,0,0,65.46
S10,South,113304,0.6505927878247011,31,115.1,66,Mobile,1,0,0,0,33.75
S05,Midwest,144893,0.6159794225754956,18,48.9,75,Mobile,1,0,0,0,18.14
S01,Northeast,61100,2.1416476008704612,42,66.7,27,Mobile,1,0,0,1,49.13
S28,Midwest,120437,1.4949413112343959,40,99.1,40,Mobile,1,1,0,1,71.4
S03,West,125696,-0.5122427290715373,45,81.6,32,Tablet,1,0,1,0,52.77
S01,Northeast,61100,2.1416476008704612,22,122.6,69,Desktop,1,0,0,0,109.51
S28,Midwest,120437,1.4949413112343959,46,51.9,96,Desktop,0,0,0,0,32.34
S06,West,147767,1.1289722927208916,63,46.2,18,Mobile,0,1,0,0,48.09
S25,Northeast,78146,-0.4703726542927955,39,94.9,62,Desktop,0,1,0,0,17.89
S01,Northeast,61100,2.1416476008704612,37,41.7,109,Mobile,0,1,0,0,23.45
S05,Midwest,144893,0.6159794225754956,42,63.7,28,Mobile,0,1,1,0,60.29
S04,Northeast,140518,-0.8137727282478777,62,66.6,3,Desktop,1,1,0,0,56.48
S22,South,96833,0.6312882258385404,26,90.8,23,Desktop,1,0,0,0,23.17
S19,West,141896,0.6789135630718949,40,81.5,21,Desktop,1,1,0,1,107.36
S15,South,124985,0.11668580914072822,28,78.1,24,Desktop,0,1,0,0,49.52
S08,Northeast,103818,-0.840156476962528,31,59.1,141,Mobile,0,0,0,0,9.85
S03,West,125696,-0.5122427290715373,37,94.7,162,Desktop,0,0,1,0,23.59
S18,Midwest,125549,0.22359554877468227,54,156.6,118,Desktop,0,1,0,0,13.31
S07,Northeast,107795,-0.11394745765487507,60,83.2,38,Desktop,0,1,0,1,20.16
S18,Midwest,125549,0.22359554877468227,43,70.2,121,Mobile,1,0,0,0,55.92
S21,Northeast,135987,0.28911939868998415,33,39.4,6,Mobile,0,0,1,1,35.55
S26,Midwest,137044,-0.6388778482433419,68,54.0,20,Mobile,1,0,0,1,19.3
S15,South,124985,0.11668580914072822,33,63.3,80,Mobile,0,1,0,0,15.02
S01,Northeast,61100,2.1416476008704612,31,56.2,30,Desktop,0,0,0,0,37.3
S09,Midwest,150029,-0.8244812156912396,18,67.6,18,Tablet,1,0,0,1,59.99
S26,Midwest,137044,-0.6388778482433419,55,107.1,61,Desktop,1,1,0,1,44.24
S16,Midwest,144167,0.21868859672901295,50,95.4,62,Mobile,0,1,0,0,46.51
S19,West,141896,0.6789135630718949,67,64.5,66,Desktop,1,0,0,0,95.02
S14,West,137401,0.23216132306671977,21,41.4,71,Mobile,0,0,0,0,27.75
S05,Midwest,144893,0.6159794225754956,55,97.4,59,Mobile,1,1,1,0,29.91
S27,South,103571,-0.27514225122668373,39,66.9,43,Mobile,0,0,0,0,38.32
S24,West,106639,-0.31967121635730134,48,30.0,49,Desktop,0,0,0,0,39.19
S30,Northeast,135629,0.9682783545914808,18,83.7,81,Desktop,1,1,0,1,28.36
S26,Midwest,137044,-0.6388778482433419,56,90.6,57,Desktop,1,1,0,0,23.22
S09,Midwest,150029,-0.8244812156912396,47,18.0,33,Mobile,1,1,0,0,27.24
S08,Northeast,103818,-0.840156476962528,38,49.9,26,Mobile,0,0,0,0,30.16
S08,Northeast,103818,-0.840156476962528,46,65.6,49,Mobile,1,1,0,0,21.67
S28,Midwest,120437,1.4949413112343959,29,84.2,109,Desktop,0,0,0,0,43.53
S17,South,105046,0.8714287779481898,31,56.7,72,Desktop,0,1,0,0,19.5
S14,West,137401,0.23216132306671977,32,49.7,113,Mobile,0,0,0,0,45.35
S30,Northeast,135629,0.9682783545914808,18,84.0,37,Mobile,0,0,0,0,28.04
S19,West,141896,0.6789135630718949,48,57.7,54,Desktop,0,0,0,0,24.78
S28,Midwest,120437,1.4949413112343959,52,79.9,60,Mobile,1,0,0,0,71.23
S30,Northeast,135629,0.9682783545914808,30,43.5,83,Mobile,0,1,0,0,30.96
S03,West,125696,-0.5122427290715373,42,38.2,37,Desktop,1,1,0,1,35.31
S11,South,75351,0.7432541712034423,35,84.6,72,Desktop,0,1,1,0,40.2
S23,West,107293,-1.4571558198556664,42,73.6,105,Desktop,1,0,0,0,8.04
S25,Northeast,78146,-0.4703726542927955,30,88.3,45,Mobile,0,1,0,1,38.24
S05,Midwest,144893,0.6159794225754956,27,56.3,24,Desktop,0,1,1,1,21.9
S10,South,113304,0.6505927878247011,51,50.5,107,Mobile,1,1,0,1,21.62
S17,South,105046,0.8714287779481898,37,97.9,76,Mobile,1,0,0,0,47.9
S24,West,106639,-0.31967121635730134,62,34.5,14,Mobile,1,1,1,0,51.38
S04,Northeast,140518,-0.8137727282478777,39,95.5,46,Mobile,0,1,0,0,30.49
S19,West,141896,0.6789135630718949,27,97.1,147,Mobile,1,0,0,1,59.28
S09,Midwest,150029,-0.8244812156912396,53,86.9,68,Mobile,1,1,0,1,13.31
S07,Northeast,107795,-0.11394745765487507,46,52.9,49,Mobile,1,0,0,1,21.33
S16,Midwest,144167,0.21868859672901295,47,50.0,21,Mobile,0,0,0,0,37.74
S13,Northeast,87819,-0.6655097072886943,52,63.4,21,Desktop,0,0,1,0,25.0
S20,Northeast,109173,0.06757906948889146,30,39.5,80,Mobile,0,1,0,0,8.31
S10,South,113304,0.6505927878247011,36,46.8,23,Mobile,1,1,0,1,35.34
S25,Northeast,78146,-0.4703726542927955,36,82.2,60,Desktop,0,0,1,1,65.43
S03,West,125696,-0.5122427290715373,23,82.3,45,Desktop,0,1,1,0,25.43
S26,Midwest,137044,-0.6388778482433419,35,44.9,58,Mobile,1,0,0,0,42.21
S01,Northeast,61100,2.1416476008704612,54,82.9,42,Mobile,1,0,0,0,69.32
S23,West,107293,-1.4571558198556664,41,78.0,66,Mobile,1,1,0,0,11.69
S11,South,75351,0.7432541712034423,22,101.2,89,Mobile,1,0,1,0,24.47
S12,West,80335,0.543154268305195,19,80.5,42,Mobile,0,1,1,0,140.56
S01,Northeast,61100,2.1416476008704612,58,91.3,84,Mobile,1,1,1,1,38.79
S22,South,96833,0.6312882258385404,37,78.5,116,Mobile,0,1,0,0,23.04
S05,Midwest,144893,0.6159794225754956,30,89.6,60,Mobile,0,0,0,1,46.1
S20,Northeast,109173,0.06757906948889146,35,39.7,78,Desktop,0,0,0,0,12.11
S22,South,96833,0.6312882258385404,20,65.3,18,Mobile,0,1,0,0,71.11
S26,Midwest,137044,-0.6388778482433419,55,67.1,43,Desktop,1,0,0,0,21.37
S22,South,96833,0.6312882258385404,33,62.6,13,Mobile,1,1,0,0,44.83
S10,South,113304,0.6505927878247011,54,77.8,32,Mobile,0,1,0,1,46.46
S23,West,107293,-1.4571558198556664,39,82.0,43,Mobile,0,0,0,0,17.08
S25,Northeast,78146,-0.4703726542927955,55,76.6,155,Mobile,0,0,1,0,27.81
S10,South,113304,0.6505927878247011,41,64.1,27,Mobile,0,0,0,1,34.62
S04,Northeast,140518,-0.8137727282478777,48,51.8,47,Tablet,1,0,1,0,42.64
S27,South,103571,-0.27514225122668373,47,92.1,23,Mobile,1,1,0,1,119.32
S05,Midwest,144893,0.6159794225754956,45,75.7,41,Mobile,0,1,0,0,36.5
S18,Midwest,125549,0.22359554877468227,42,45.6,66,Desktop,0,1,0,0,28.3
S08,Northeast,103818,-0.840156476962528,35,63.7,74,Mobile,1,0,0,0,15.95
S04,Northeast,140518,-0.8137727282478777,61,29.6,37,Mobile,1,1,1,1,174.17
S24,West,106639,-0.31967121635730134,27,68.8,30,Desktop,1,1,0,1,23.55
S05,Midwest,144893,0.6159794225754956,38,63.6,126,Mobile,0,0,1,0,14.78
S21,Northeast,135987,0.28911939868998415,38,55.4,35,Mobile,0,1,1,0,89.99
S21,Northeast,135987,0.28911939868998415,43,102.9,7,Desktop,0,0,0,0,25.75
S02,South,108279,-0.4064150163846156,33,42.6,105,Mobile,1,0,0,0,28.0
S06,West,147767,1.1289722927208916,42,83.5,9,Desktop,0,1,0,0,30.85
S24,West,106639,-0.31967121635730134,36,116.1,105,Mobile,1,1,0,0,15.59
S16,Midwest,144167,0.21868859672901295,19,91.7,13,Mobile,0,0,0,1,16.13
S04,Northeast,140518,-0.8137727282478777,38,67.3,16,Mobile,1,0,0,1,53.0
S30,Northeast,135629,0.9682783545914808,25,43.1,19,Desktop,0,1,1,0,66.66
S08,Northeast,103818,-0.840156476962528,18,38.0,33,Mobile,1,0,0,1,13.57
S01,Northeast,61100,2.1416476008704612,40,58.9,106,Mobile,0,1,1,1,29.1
S28,Midwest,120437,1.4949413112343959,44,52.9,20,Mobile,1,0,0,1,89.16
S01,Northeast,61100,2.1416476008704612,44,52.2,66,Mobile,0,0,0,0,54.32
S17,South,105046,0.8714287779481898,45,60.8,57,Mobile,1,1,1,0,36.68
S30,Northeast,135629,0.9682783545914808,18,65.8,50,Desktop,1,0,0,1,65.24
S18,Midwest,125549,0.22359554877468227,22,78.7,94,Desktop,0,1,0,0,33.07
S18,Midwest,125549,0.22359554877468227,62,40.8,53,Mobile,0,0,1,1,83.51
S12,West,80335,0.543154268305195,25,53.0,56,Mobile,0,0,1,0,72.89
S04,Northeast,140518,-0.8137727282478777,45,64.5,78,Mobile,0,0,0,0,14.08
S18,Midwest,125549,0.22359554877468227,30,63.7,34,Mobile,1,1,1,1,46.33
S27,South,103571,-0.27514225122668373,39,108.4,47,Mobile,0,1,0,0,26.55
S03,West,125696,-0.5122427290715373,30,73.1,60,Desktop,0,1,0,0,33.19
S27,South,103571,-0.27514225122668373,45,32.5,88,Mobile,0,1,0,0,26.44
S13,Northeast,87819,-0.6655097072886943,40,77.2,43,Mobile,0,1,0,0,16.21
S17,South,105046,0.8714287779481898,33,80.0,47,Desktop,0,0,0,0,32.26
S05,Midwest,144893,0.6159794225754956,25,65.2,65,Mobile,1,1,0,0,45.73
S19,West,141896,0.6789135630718949,41,41.3,44,Desktop,0,0,0,0,48.19
S06,West,147767,1.1289722927208916,23,106.7,27,Desktop,1,1,1,0,51.89
S09,Midwest,150029,-0.8244812156912396,43,44.5,78,Mobile,1,1,1,0,33.96
S22,South,96833,0.6312882258385404,70,82.5,53,Desktop,0,0,1,1,37.73
S02,South,108279,-0.4064150163846156,54,72.4,36,Mobile,1,1,0,1,34.16
S14,West,137401,0.23216132306671977,47,81.2,19,Mobile,1,0,1,0,96.18
S18,Midwest,125549,0.22359554877468227,37,105.6,9,Desktop,1,0,0,0,59.64
S04,Northeast,140518,-0.8137727282478777,18,80.4,68,Desktop,0,0,0,0,24.21
S09,Midwest,150029,-0.8244812156912396,22,55.7,27,Mobile,1,0,0,0,33.81
S11,South,75351,0.7432541712034423,53,92.3,12,Mobile,0,0,0,0,12.1
S20,Northeast,109173,0.06757906948889146,29,54.1,24,Desktop,0,0,0,0,39.19
S30,Northeast,135629,0.9682783545914808,30,71.6,60,Desktop,0,1,0,0,13.93
S26,Midwest,137044,-0.6388778482433419,36,39.6,26,Mobile,0,1,1,1,43.09
S06,West,147767,1.1289722927208916,25,45.3,60,Mobile,1,0,0,1,26.88
S01,Northeast,61100,2.1416476008704612,23,69.1,31,Mobile,0,1,0,0,43.75
S02,South,108279,-0.4064150163846156,37,76.1,47,Desktop,0,1,0,0,32.82
S18,Midwest,125549,0.22359554877468227,27,30.5,50,Mobile,1,0,0,1,29.62
S05,Midwest,144893,0.6159794225754956,29,78.9,75,Mobile,0,1,1,0,31.78
S07,Northeast,107795,-0.11394745765487507,29,50.0,77,Mobile,0,1,0,0,9.7
S26,Midwest,137044,-0.6388778482433419,44,96.2,48,Desktop,0,0,0,0,33.48
S27,South,103571,-0.27514225122668373,35,60.3,22,Desktop,1,1,0,0,32.27
S26,Midwest,137044,-0.6388778482433419,36,43.3,100,Mobile,1,1,0,0,22.68
S08,Northeast,103818,-0.840156476962528,45,69.7,35,Mobile,1,0,0,0,17.15
S19,West,141896,0.6789135630718949,36,47.8,4,Mobile,1,0,0,0,86.17
S19,West,141896,0.6789135630718949,35,95.9,58,Desktop,1,0,0,0,111.5
S06,West,147767,1.1289722927208916,44,68.0,60,Desktop,1,1,0,0,33.65
S17,South,105046,0.8714287779481898,46,64.7,36,Desktop,1,1,1,1,76.95
S16,Midwest,144167,0.21868859672901295,36,81.0,13,Desktop,1,0,0,0,64.17
S12,West,80335,0.543154268305195,39,45.9,11,Desktop,1,1,0,0,71.13
S23,West,107293,-1.4571558198556664,29,39.6,38,Mobile,0,0,0,1,28.11
S21,Northeast,135987,0.28911939868998415,28,77.0,20,Mobile,0,0,0,1,103.71
S16,Midwest,144167,0.21868859672901295,47,43.8,88,Mobile,0,1,0,0,16.36
S22,South,96833,0.6312882258385404,43,43.8,37,Mobile,0,0,0,0,56.78
S23,West,107293,-1.4571558198556664,43,86.4,34,Desktop,1,0,0,0,41.8
S18,Midwest,125549,0.22359554877468227,41,79.6,145,Mobile,1,0,0,0,40.28
S09,Midwest,150029,-0.8244812156912396,39,40.4,5,Mobile,1,0,0,0,106.39
S23,West,107293,-1.4571558198556664,46,54.4,47,Mobile,1,1,0,1,45.2
S22,South,96833,0.6312882258385404,49,48.1,9,Mobile,1,0,1,0,44.67
S30,Northeast,135629,0.9682783545914808,49,107.1,107,Mobile,1,0,0,0,33.46
S05,Midwest,144893,0.6159794225754956,37,87.9,12,Mobile,0,0,1,1,33.49
S13,Northeast,87819,-0.6655097072886943,55,58.7,61,Mobile,0,1,0,0,20.23
S28,Midwest,120437,1.4949413112343959,41,80.7,55,Mobile,0,0,0,0,129.5
S16,Midwest,144167,0.21868859672901295,46,38.2,9,Mobile,0,1,0,0,56.98
S29,Midwest,136826,-0.8658311156932432,41,53.2,62,Mobile,0,1,0,0,58.3
S01,Northeast,61100,2.1416476008704612,41,70.3,31,Mobile,0,1,1,0,32.81
S02,South,108279,-0.4064150163846156,29,77.9,70,Tablet,0,1,0,0,32.15
S24,West,106639,-0.31967121635730134,46,65.9,29,Mobile,0,1,0,1,11.64
S11,South,75351,0.7432541712034423,72,73.5,62,Desktop,1,1,0,1,55.59
